Date,Open,High,Low,Close,Adj Close,Volume
2016-01-13,194.449997,194.860001,188.380005,188.830002,167.254150,221168900
2016-01-14,189.550003,193.259995,187.660004,191.929993,169.999908,240795600
2016-01-15,186.770004,188.759995,185.520004,187.809998,166.350693,324846400
2016-01-19,189.960007,190.110001,186.199997,188.059998,166.572113,195244400
2016-01-20,185.029999,187.500000,181.020004,185.649994,164.437454,286547800
2016-01-21,186.210007,188.869995,184.639999,186.690002,165.358643,195772900
2016-01-22,189.779999,190.759995,188.880005,190.520004,168.751038,168319600
2016-01-25,189.919998,190.149994,187.410004,187.639999,166.200058,130371700
2016-01-26,188.419998,190.529999,188.020004,190.199997,168.467590,141036800
2016-01-27,189.580002,191.559998,187.059998,188.130005,166.634125,185681700
2016-01-28,189.960007,190.199997,187.160004,189.110001,167.502136,143798800
2016-01-29,190.020004,193.880005,189.880005,193.720001,171.585327,210529300
2016-02-01,192.529999,194.580002,191.839996,193.649994,171.523392,136061600
2016-02-02,191.960007,191.970001,189.539993,190.160004,168.432190,182564900
2016-02-03,191.410004,191.779999,187.100006,191.300003,169.441879,205054900
2016-02-04,190.710007,192.750000,189.960007,191.600006,169.707642,139531800
2016-02-05,190.990005,191.669998,187.199997,187.949997,166.474655,180788300
2016-02-08,185.770004,186.119995,182.800003,185.419998,164.233749,191526700
2016-02-09,183.360001,186.940002,183.199997,185.429993,164.242584,184513100
2016-02-10,186.410004,188.339996,185.119995,185.270004,164.100891,148214100
2016-02-11,182.339996,184.100006,181.089996,182.860001,161.966263,219058900
2016-02-12,184.960007,186.649994,183.960007,186.630005,165.305496,127632400
2016-02-16,188.770004,189.809998,187.630005,189.779999,168.095551,120250700
2016-02-17,191.160004,193.320007,191.009995,192.880005,170.841400,136009500
2016-02-18,193.199997,193.270004,191.720001,192.089996,170.141602,102343000
2016-02-19,191.169998,192.179993,190.449997,192.000000,170.061905,114793000
2016-02-22,193.869995,194.949997,193.789993,194.779999,172.524246,103640300
2016-02-23,194.000000,194.320007,192.179993,192.320007,170.345367,111455300
2016-02-24,190.630005,193.529999,189.320007,193.199997,171.124771,150812200
2016-02-25,193.729996,195.550003,192.830002,195.539993,173.197433,110728300
2016-02-26,196.570007,196.679993,194.899994,195.089996,172.798828,129833700
2016-02-29,195.110001,196.229996,193.330002,193.559998,171.443619,125918100
2016-03-01,195.009995,198.210007,194.449997,198.110001,175.473785,141799700
2016-03-02,197.740005,199.059998,197.250000,199.000000,176.262070,102415000
2016-03-03,198.789993,199.800003,198.110001,199.779999,176.952927,95172200
2016-03-04,200.009995,201.350006,199.029999,200.429993,177.528702,129293600
2016-03-07,199.339996,201.070007,199.250000,200.589996,177.670395,100219000
2016-03-08,199.320007,199.919998,198.210007,198.399994,175.730652,123974900
2016-03-09,199.360001,199.789993,198.429993,199.380005,176.598648,94801200
2016-03-10,199.960007,201.070007,197.380005,199.539993,176.740402,156838700
2016-03-11,201.259995,202.809998,199.520004,202.759995,179.592468,137964500
2016-03-14,202.160004,203.039993,201.770004,202.500000,179.362198,73612000
2016-03-15,201.360001,202.529999,201.050003,202.169998,179.069870,93169100
2016-03-16,201.600006,203.820007,201.550003,203.339996,180.106201,129303200
2016-03-17,203.240005,205.229996,202.770004,204.630005,181.248795,134278500
2016-03-18,204.169998,204.779999,203.800003,204.380005,181.961029,138372400
2016-03-21,204.070007,204.940002,203.800003,204.669998,182.219208,72926700
2016-03-22,203.759995,205.229996,203.570007,204.559998,182.121323,97471900
2016-03-23,204.110001,204.330002,203.009995,203.210007,180.919357,81052500
2016-03-24,202.000000,203.160004,201.740005,203.119995,180.839249,84360900
2016-03-28,203.610001,203.860001,202.710007,203.240005,180.946075,62408200
2016-03-29,202.759995,205.250000,202.399994,205.119995,182.619827,92922900
2016-03-30,206.300003,206.869995,205.589996,206.020004,183.421143,86365300
2016-03-31,205.910004,206.410004,205.330002,205.520004,182.975998,94584100
2016-04-01,204.350006,207.139999,203.979996,206.919998,184.222412,114423500
2016-04-04,206.830002,207.070007,205.889999,206.250000,183.625916,63497000
2016-04-05,204.669998,206.259995,203.889999,204.190002,181.791855,99662200
2016-04-06,204.190002,206.490005,203.979996,206.419998,183.777267,91839800
2016-04-07,205.139999,205.559998,203.089996,203.949997,181.578171,113859000
2016-04-08,205.339996,205.850006,203.869995,204.500000,182.067856,95040600
2016-04-11,205.250000,206.070007,203.910004,204.020004,181.640533,83757500
2016-04-12,204.220001,206.250000,203.699997,205.919998,183.332123,115350600
2016-04-13,207.000000,208.100006,206.839996,208.000000,185.183975,96336400
2016-04-14,208.070007,208.600006,207.600006,208.009995,185.192841,65212900
2016-04-15,208.009995,208.169998,207.399994,207.779999,184.988129,75761600
2016-04-18,207.779999,209.279999,207.000000,209.240005,186.287918,82531000
2016-04-19,209.740005,210.199997,208.940002,209.899994,186.875519,88316100
2016-04-20,209.949997,210.919998,209.389999,210.100006,187.053589,81100300
2016-04-21,210.119995,210.250000,208.649994,208.970001,186.047577,85695000
2016-04-22,208.550003,209.289993,207.910004,208.970001,186.047577,99251700
2016-04-25,208.259995,208.660004,207.539993,208.610001,185.727036,66166500
2016-04-26,209.039993,209.520004,208.360001,208.919998,186.003006,75864200
2016-04-27,208.470001,209.809998,208.050003,209.350006,186.385895,77329400
2016-04-28,208.460007,209.759995,206.960007,207.449997,184.694275,97216200
2016-04-29,206.720001,207.130005,205.029999,206.330002,183.697128,142424100
2016-05-02,206.919998,208.179993,206.410004,207.970001,185.157211,62188000
2016-05-03,206.520004,206.800003,205.279999,206.160004,183.545792,106422100
2016-05-04,204.990005,205.850006,204.419998,205.009995,182.521927,92243800
2016-05-05,205.559998,205.979996,204.470001,204.970001,182.486313,67619200
2016-05-06,204.059998,205.770004,203.880005,205.720001,183.154068,89315000
2016-05-09,205.570007,206.399994,205.360001,205.889999,183.305435,74374900
2016-05-10,206.720001,208.470001,206.639999,208.449997,185.584579,77472200
2016-05-11,207.910004,208.539993,206.500000,206.500000,183.848495,81727000
2016-05-12,207.289993,207.490005,205.369995,206.559998,183.901947,89586300
2016-05-13,206.210007,206.860001,204.380005,204.759995,182.299393,96474600
2016-05-16,204.960007,207.339996,204.889999,206.779999,184.097824,77486800
2016-05-17,206.460007,206.800003,204.229996,204.850006,182.379471,114924900
2016-05-18,204.440002,206.300003,203.630005,204.910004,182.432892,120062100
2016-05-19,204.059998,204.539993,202.779999,204.199997,181.800766,115430500
2016-05-20,204.919998,206.100006,204.860001,205.490005,182.949280,104990400
2016-05-23,205.509995,205.839996,204.990005,205.210007,182.700043,58682600
2016-05-24,206.169998,208.240005,206.139999,207.869995,185.068192,93537800
2016-05-25,208.669998,209.770004,207.869995,209.279999,186.323532,76621400
2016-05-26,209.440002,209.710007,208.970001,209.339996,186.376984,55280700
2016-05-27,209.529999,210.250000,209.470001,210.240005,187.178268,64211200
2016-05-31,210.559998,210.690002,209.179993,209.839996,186.822128,109879400
2016-06-01,209.119995,210.479996,208.889999,210.270004,187.204941,69936200
2016-06-02,209.800003,210.929993,209.240005,210.910004,187.774750,63044700
2016-06-03,210.250000,210.690002,208.860001,210.279999,187.213852,101757100
2016-06-06,210.699997,211.770004,210.509995,211.350006,188.166489,64887000
2016-06-07,211.529999,212.339996,211.500000,211.679993,188.460281,60974800
2016-06-08,211.839996,212.520004,211.690002,212.369995,189.074570,66170900
2016-06-09,211.509995,212.220001,211.190002,212.080002,188.816391,73786900
2016-06-10,210.460007,210.860001,209.429993,210.070007,187.026932,113829200
2016-06-13,209.360001,210.369995,208.350006,208.449997,185.584579,117751200
2016-06-14,208.000000,208.740005,206.919998,208.039993,185.219559,125059300
2016-06-15,208.039993,209.360001,207.529999,207.750000,184.961349,109124500
2016-06-16,207.750000,208.570007,205.589996,208.369995,185.513321,149533100
2016-06-17,207.169998,207.199997,205.750000,206.520004,184.822495,117055700
2016-06-20,208.820007,209.610001,207.750000,207.850006,186.012680,82789600
2016-06-21,208.300003,208.919998,207.779999,208.440002,186.540771,72461700
2016-06-22,208.649994,209.500000,207.929993,208.100006,186.236465,95560500
2016-06-23,209.809998,210.869995,209.270004,210.809998,188.661743,102731400
2016-06-24,203.630005,210.850006,202.720001,203.240005,181.887085,333444400
2016-06-27,201.589996,201.600006,198.649994,199.600006,178.629532,230775800
2016-06-28,201.479996,203.229996,201.119995,203.199997,181.851257,159382400
2016-06-29,204.839996,206.929993,204.720001,206.660004,184.947739,137328600
2016-06-30,207.210007,209.539993,206.559998,209.479996,187.471527,165021900
2016-07-01,209.479996,210.490005,209.289993,209.919998,187.865250,106055300
2016-07-05,208.949997,209.080002,207.710007,208.410004,186.513931,109803700
2016-07-06,207.830002,209.800003,207.059998,209.660004,187.632538,96021500
2016-07-07,209.869995,210.649994,208.630005,209.529999,187.516235,85593800
2016-07-08,211.050003,212.940002,210.779999,212.649994,190.308456,133971000
2016-07-11,213.190002,214.070007,212.949997,213.399994,190.979630,73633900
2016-07-12,214.529999,215.300003,213.429993,214.949997,192.366776,101275600
2016-07-13,215.440002,215.449997,214.350006,214.919998,192.339905,87324100
2016-07-14,216.399994,216.669998,215.660004,216.119995,193.413895,91230900
2016-07-15,216.779999,217.009995,215.309998,215.830002,193.154358,107155400
2016-07-18,215.970001,216.600006,215.669998,216.410004,193.673401,58725900
2016-07-19,215.919998,216.229996,215.630005,216.190002,193.476547,54345700
2016-07-20,216.190002,217.369995,216.190002,217.089996,194.281982,58159500
2016-07-21,216.960007,217.220001,215.750000,216.270004,193.548080,67777300
2016-07-22,216.410004,217.300003,216.100006,217.240005,194.416199,62787500
2016-07-25,217.000000,217.059998,215.970001,216.649994,193.888214,55873100
2016-07-26,216.529999,217.169998,215.759995,216.750000,193.977707,70080500
2016-07-27,217.190002,217.270004,215.619995,216.520004,193.771866,84083900
2016-07-28,216.289993,217.110001,215.750000,216.770004,193.995636,65035700
2016-07-29,216.460007,217.539993,216.130005,217.119995,194.308777,79519400
2016-08-01,217.190002,217.649994,216.410004,216.940002,194.147690,73311400
2016-08-02,216.649994,216.830002,214.570007,215.550003,192.903763,92295500
2016-08-03,215.479996,216.250000,215.130005,216.179993,193.467575,53993600
2016-08-04,216.309998,216.779999,214.250000,216.410004,193.673401,46585500
2016-08-05,216.410004,218.229996,216.410004,218.179993,195.257416,71892200
2016-08-08,218.399994,218.520004,217.740005,218.050003,195.141083,39906500
2016-08-09,218.130005,218.759995,217.800003,218.179993,195.257416,51251700
2016-08-10,218.309998,218.399994,217.229996,217.639999,194.774200,57941100
2016-08-11,218.259995,218.940002,217.949997,218.649994,195.678024,72504300
2016-08-12,218.289993,218.710007,217.990005,218.460007,195.508041,61313500
2016-08-15,218.889999,219.500000,218.880005,219.089996,196.071854,49813500
2016-08-16,218.600006,218.679993,217.960007,217.960007,195.060577,53213600
2016-08-17,218.000000,218.529999,217.020004,218.369995,195.427460,75134300
2016-08-18,218.339996,218.899994,218.210007,218.860001,195.865997,52989300
2016-08-19,218.309998,218.750000,217.740005,218.539993,195.579590,75443000
2016-08-22,218.259995,218.800003,217.830002,218.529999,195.570648,61368800
2016-08-23,219.250000,219.600006,218.899994,218.970001,195.964462,53399200
2016-08-24,218.800003,218.910004,217.360001,217.850006,194.962112,71728900
2016-08-25,217.399994,218.190002,217.220001,217.699997,194.827881,69224800
2016-08-26,217.919998,219.119995,216.250000,217.289993,194.460938,122506300
2016-08-29,217.440002,218.669998,217.399994,218.360001,195.418564,70502200
2016-08-30,218.259995,218.589996,217.350006,218.000000,195.096298,58114500
2016-08-31,217.610001,217.750000,216.470001,217.380005,194.541504,85269500
2016-09-01,217.369995,217.729996,216.029999,217.389999,194.550446,97844200
2016-09-02,218.389999,218.869995,217.699997,218.369995,195.427460,79293900
2016-09-06,218.699997,219.119995,217.860001,219.029999,196.018143,56702100
2016-09-07,218.839996,219.220001,218.300003,219.009995,196.000244,76554900
2016-09-08,218.619995,218.940002,218.149994,218.509995,195.552780,74102900
2016-09-09,216.970001,217.029999,213.250000,213.279999,190.872192,221589100
2016-09-12,212.389999,216.809998,212.309998,216.339996,193.610764,168110900
2016-09-13,214.839996,215.149994,212.500000,213.229996,190.827469,182828800
2016-09-14,213.289993,214.699997,212.500000,213.149994,190.755936,134185500
2016-09-15,212.960007,215.729996,212.750000,215.279999,192.662109,134427900
2016-09-16,213.479996,213.690002,212.570007,213.369995,191.917358,155236400
2016-09-19,214.130005,214.880005,213.029999,213.410004,191.953369,80250500
2016-09-20,214.410004,214.589996,213.380005,213.419998,191.962341,69665300
2016-09-21,214.240005,216.029999,213.440002,215.820007,194.121063,110284400
2016-09-22,217.000000,217.529999,216.710007,217.179993,195.344284,76678700
2016-09-23,216.720001,216.880005,215.880005,215.990005,194.273956,73630900
2016-09-26,215.020004,215.229996,214.009995,214.240005,192.699951,89827300
2016-09-27,214.050003,215.679993,213.619995,215.570007,193.896149,78494800
2016-09-28,215.830002,216.820007,214.710007,216.639999,194.858566,87411000
2016-09-29,216.399994,216.869995,214.039993,214.679993,193.095627,128070600
2016-09-30,215.649994,217.119995,215.360001,216.300003,194.552780,117202900
2016-10-03,215.820007,216.039993,215.039993,215.779999,194.085052,83512100
2016-10-04,215.910004,216.169998,213.990005,214.679993,193.095627,119948100
2016-10-05,215.410004,216.130005,215.330002,215.630005,193.950134,72816000
2016-10-06,215.369995,216.039993,214.740005,215.779999,194.085052,62927400
2016-10-07,216.100006,216.300003,214.190002,215.039993,193.419449,89788300
2016-10-10,216.160004,216.699997,215.990005,216.160004,194.426865,51855000
2016-10-11,215.660004,215.740005,212.580002,213.429993,191.971329,130367400
2016-10-12,213.589996,214.320007,213.009995,213.710007,192.223206,73866100
2016-10-13,212.160004,213.589996,211.210007,213.009995,191.593567,101357000
2016-10-14,214.149994,214.690002,213.029999,213.119995,191.692505,93346200
2016-10-17,213.089996,213.389999,212.169998,212.380005,191.026917,58275700
2016-10-18,214.240005,214.309998,213.270004,213.710007,192.223206,76869700
2016-10-19,214.020004,214.639999,213.600006,214.279999,192.735855,66519200
2016-10-20,213.869995,214.529999,213.110001,213.880005,192.376068,73639800
2016-10-21,213.880005,214.080002,212.759995,213.979996,192.466034,89089100
2016-10-24,215.000000,215.320007,214.479996,214.889999,193.284561,60146600
2016-10-25,214.679993,214.979996,213.979996,214.169998,192.636902,66542300
2016-10-26,213.210007,214.419998,212.929993,213.740005,192.250168,75705500
2016-10-27,214.580002,214.619995,213.080002,213.169998,191.737488,77220200
2016-10-28,213.139999,213.929993,211.710007,212.539993,191.170807,140623200
2016-10-31,212.929993,213.190002,212.360001,212.550003,191.179779,61272500
2016-11-01,212.929993,212.990005,209.600006,211.009995,189.794632,122781800
2016-11-02,210.649994,211.100006,209.229996,209.740005,188.652328,103330800
2016-11-03,209.990005,210.240005,208.460007,208.779999,187.788879,88939300
2016-11-04,208.910004,209.889999,208.380005,208.550003,187.581985,109122100
2016-11-07,208.550003,213.190002,208.550003,213.149994,191.719482,109794900
2016-11-08,212.690002,214.770004,212.380005,214.110001,192.582962,106772100
2016-11-09,212.369995,217.100006,212.339996,216.380005,194.624756,258429000
2016-11-10,217.300003,218.309998,215.220001,216.919998,195.110458,172113300
2016-11-11,216.080002,216.699997,215.320007,216.419998,194.660706,100552700
2016-11-14,217.029999,217.270004,215.720001,216.589996,194.813644,94580000
2016-11-15,217.039993,218.279999,216.800003,218.279999,196.333725,91652600
2016-11-16,217.559998,218.139999,217.419998,217.869995,195.964951,65617700
2016-11-17,218.050003,219.059998,217.919998,218.990005,196.972305,69797200
2016-11-18,219.070007,219.270004,218.289993,218.500000,196.531570,86265800
2016-11-21,219.169998,220.179993,219.000000,220.149994,198.015701,72402600
2016-11-22,220.509995,220.789993,219.729996,220.580002,198.402435,67429000
2016-11-23,219.979996,220.759995,219.750000,220.699997,198.510391,56620200
2016-11-25,221.100006,221.559998,221.009995,221.520004,199.247971,37872300
2016-11-28,221.160004,221.479996,220.360001,220.479996,198.312531,76572500
2016-11-29,220.520004,221.440002,220.169998,220.910004,198.699265,69886700
2016-11-30,221.630005,221.820007,220.309998,220.380005,198.222595,113291800
2016-12-01,220.729996,220.729996,219.149994,219.570007,197.493988,79040500
2016-12-02,219.669998,220.250000,219.259995,219.679993,197.592941,74840300
2016-12-05,220.649994,221.399994,220.419998,221.000000,198.780228,67837800
2016-12-06,221.220001,221.740005,220.660004,221.699997,199.409836,59877400
2016-12-07,221.520004,224.669998,221.380005,224.600006,202.018265,110738100
2016-12-08,224.570007,225.699997,224.259995,225.149994,202.512985,99714400
2016-12-09,225.410004,226.529999,225.369995,226.509995,203.736252,88005800
2016-12-12,226.399994,226.960007,225.759995,226.250000,203.502365,102016100
2016-12-13,227.020004,228.339996,227.000000,227.759995,204.860565,110477500
2016-12-14,227.410004,228.229996,225.369995,225.880005,203.169601,142501800
2016-12-15,226.160004,227.809998,225.889999,226.809998,204.006119,124972600
2016-12-16,226.009995,226.080002,224.669998,225.039993,203.607086,156420200
2016-12-19,225.250000,226.020004,225.080002,225.529999,204.050430,90341100
2016-12-20,226.149994,226.570007,225.880005,226.399994,204.837524,89838800
2016-12-21,226.250000,226.449997,225.770004,225.770004,204.267578,67909000
2016-12-22,225.600006,225.740005,224.919998,225.380005,203.914703,56219100
2016-12-23,225.429993,225.720001,225.210007,225.710007,204.213287,36697800
2016-12-27,226.020004,226.729996,226.000000,226.270004,204.719940,42672500
2016-12-28,226.570007,226.589996,224.270004,224.399994,203.028046,64095000
2016-12-29,224.479996,224.889999,223.839996,224.350006,202.982803,48696100
2016-12-30,224.729996,224.830002,222.729996,223.529999,202.240936,108998300
2017-01-03,225.039993,225.830002,223.880005,225.240005,203.788040,91366500
2017-01-04,225.619995,226.750000,225.610001,226.580002,205.000427,78744400
2017-01-05,226.270004,226.580002,225.479996,226.399994,204.837524,78379000
2017-01-06,226.529999,227.750000,225.899994,227.210007,205.570450,71559900
2017-01-09,226.910004,227.070007,226.419998,226.460007,204.891891,46939700
2017-01-10,226.479996,227.449997,226.009995,226.460007,204.891891,63771900
2017-01-11,226.360001,227.100006,225.589996,227.100006,205.470901,74650000
2017-01-12,226.500000,226.750000,224.960007,226.529999,204.955154,72113200
2017-01-13,226.729996,227.399994,226.690002,227.050003,205.425659,62717900
2017-01-17,226.309998,226.779999,225.800003,226.250000,204.701843,61240800
2017-01-18,226.539993,226.800003,225.899994,226.750000,205.154221,54793300
2017-01-19,226.839996,227.000000,225.410004,225.910004,204.394272,66608800
2017-01-20,226.699997,227.309998,225.970001,226.740005,205.145203,129168600
2017-01-23,226.740005,226.809998,225.270004,226.149994,204.611374,75061600
2017-01-24,226.399994,228.080002,226.270004,227.600006,205.923279,95555300
2017-01-25,228.699997,229.570007,228.509995,229.570007,207.705643,84437700
2017-01-26,229.399994,229.710007,229.009995,229.330002,207.488510,59970700
2017-01-27,229.419998,229.589996,228.759995,228.970001,207.162796,59711100
2017-01-30,228.169998,228.199997,226.410004,227.550003,205.878036,79737300
2017-01-31,226.979996,227.600006,226.320007,227.529999,205.859955,75880800
2017-02-01,227.529999,228.589996,226.940002,227.619995,205.941360,79117700
2017-02-02,227.619995,228.100006,226.820007,227.770004,206.077072,69657600
2017-02-03,228.820007,229.550003,228.460007,229.339996,207.497574,80563200
2017-02-06,228.869995,229.330002,228.539993,228.929993,207.126556,57790100
2017-02-07,229.380005,229.660004,228.720001,228.940002,207.135635,57931200
2017-02-08,228.940002,229.389999,228.309998,229.240005,207.407089,51566200
2017-02-09,229.240005,230.949997,229.240005,230.600006,208.637589,65955200
2017-02-10,231.000000,231.770004,230.619995,231.509995,209.460876,66015900
2017-02-13,232.080002,233.070007,232.050003,232.770004,210.600891,55182100
2017-02-14,232.559998,233.710007,232.160004,233.699997,211.442307,71109000
2017-02-15,233.449997,235.139999,233.389999,234.919998,212.546112,86785800
2017-02-16,234.949997,235.160004,233.850006,234.720001,212.365128,84722400
2017-02-17,233.949997,235.089996,233.929993,235.089996,212.699921,77204100
2017-02-21,235.520004,236.690002,235.509995,236.490005,213.966583,88946100
2017-02-22,236.020004,236.539993,235.830002,236.279999,213.776581,62115200
2017-02-23,236.880005,236.899994,235.559998,236.440002,213.921341,74615900
2017-02-24,235.460007,236.789993,235.410004,236.740005,214.192780,82381600
2017-02-27,236.639999,237.309998,236.350006,237.110001,214.527527,56515400
2017-02-28,236.669998,236.949997,236.020004,236.470001,213.948486,96961900
2017-03-01,238.389999,240.320007,238.369995,239.779999,216.943237,149158200
2017-03-02,239.559998,239.570007,238.210007,238.270004,215.577087,70246000
2017-03-03,238.169998,238.610001,237.729996,238.419998,215.712753,81974300
2017-03-06,237.500000,238.119995,237.009995,237.710007,215.070404,55391500
2017-03-07,237.360001,237.770004,236.759995,237.000000,214.427994,65103700
2017-03-08,237.339996,237.639999,236.399994,236.559998,214.029907,78168800
2017-03-09,236.699997,237.240005,235.740005,236.860001,214.301361,90683900
2017-03-10,237.970001,238.020004,236.589996,237.690002,215.052277,81991700
2017-03-13,237.619995,237.860001,237.240005,237.809998,215.160858,57256800
2017-03-14,237.179993,237.240005,236.190002,236.899994,214.337570,59880800
2017-03-15,237.559998,239.440002,237.289993,238.949997,216.192291,96081800
2017-03-16,239.110001,239.199997,238.100006,238.479996,215.767090,78344000
2017-03-17,237.750000,237.970001,237.029999,237.029999,215.388138,89002100
2017-03-20,237.029999,237.360001,236.320007,236.770004,215.151855,52537000
2017-03-21,237.470001,237.610001,233.580002,233.729996,212.389435,131809300
2017-03-22,233.770004,234.610001,233.050003,234.279999,212.889206,97569200
2017-03-23,234.279999,235.339996,233.600006,234.029999,212.662048,100410300
2017-03-24,234.380005,235.039993,232.960007,233.860001,212.507568,112504900
2017-03-27,231.929993,233.919998,231.610001,233.619995,212.289474,87454500
2017-03-28,233.270004,235.809998,233.139999,235.320007,213.834290,93483900
2017-03-29,234.990005,235.809998,234.729996,235.539993,214.034180,61950400
2017-03-30,235.470001,236.520004,235.270004,236.289993,214.715683,56737900
2017-03-31,235.899994,236.509995,235.679993,235.740005,214.215912,73733100
2017-04-03,235.800003,236.029999,233.910004,235.330002,213.843353,85546500
2017-04-04,235.000000,235.580002,234.559998,235.479996,213.979645,56466200
2017-04-05,236.259995,237.389999,234.539993,234.779999,213.343567,108800600
2017-04-06,234.940002,236.039993,234.429993,235.440002,213.943298,69135800
2017-04-07,235.149994,236.000000,234.639999,235.199997,213.725235,74412300
2017-04-10,235.360001,236.259995,234.729996,235.339996,213.852448,67615300
2017-04-11,234.899994,235.179993,233.339996,235.059998,213.597977,88045300
2017-04-12,234.740005,234.960007,233.770004,234.029999,212.662048,81864400
2017-04-13,233.639999,234.490005,232.509995,232.509995,211.280823,92880400
2017-04-17,233.110001,234.570007,232.880005,234.570007,213.152740,68405400
2017-04-18,233.720001,234.490005,233.080002,233.869995,212.516663,83225800
2017-04-19,234.520004,234.949997,233.179993,233.440002,212.125931,68699900
2017-04-20,234.149994,235.850006,233.779999,235.339996,213.852448,92572200
2017-04-21,235.250000,235.309998,234.130005,234.589996,213.170914,110389800
2017-04-24,237.179993,237.410004,234.559998,237.169998,215.515335,119209900
2017-04-25,237.910004,238.949997,237.809998,238.550003,216.769348,76698300
2017-04-26,238.509995,239.529999,238.350006,238.399994,216.633041,84702500
2017-04-27,238.770004,238.949997,237.979996,238.600006,216.814819,57410300
2017-04-28,238.899994,238.929993,237.929993,238.080002,216.342255,63532800
2017-05-01,238.679993,239.169998,238.199997,238.679993,216.887512,66882500
2017-05-02,238.839996,238.979996,238.300003,238.770004,216.969299,57375700
2017-05-03,238.770004,238.880005,237.699997,238.479996,216.705750,73137700
2017-05-04,238.830002,238.919998,237.779999,238.759995,216.960205,61462700
2017-05-05,239.190002,239.720001,238.679993,239.699997,217.814362,62001300
2017-05-08,239.750000,239.919998,239.169998,239.660004,217.778030,48385700
2017-05-09,239.960007,240.190002,239.039993,239.440002,217.578125,51363200
2017-05-10,239.389999,239.869995,239.149994,239.869995,217.968857,54293800
2017-05-11,239.350006,239.570007,238.130005,239.380005,217.523529,62358300
2017-05-12,239.089996,239.429993,238.669998,238.979996,217.160095,53912700
2017-05-15,239.470001,240.440002,239.449997,240.300003,218.359573,61918900
2017-05-16,240.639999,240.669998,239.630005,240.080002,218.159668,51241800
2017-05-17,240.080002,240.080002,235.750000,235.820007,214.288635,172174100
2017-05-18,235.729996,237.750000,235.429993,236.770004,215.151855,107047700
2017-05-19,237.330002,239.080002,237.270004,238.309998,216.551254,115011400
2017-05-22,238.899994,239.710007,238.820007,239.520004,217.650772,61010600
2017-05-23,239.949997,240.240005,239.509995,240.050003,218.132401,48341700
2017-05-24,240.320007,240.729996,239.929993,240.610001,218.641266,46927700
2017-05-25,241.199997,242.080002,240.960007,241.759995,219.686279,64071700
2017-05-26,241.539993,241.899994,241.449997,241.710007,219.640854,46629900
2017-05-30,241.339996,241.789993,241.160004,241.500000,219.450012,35201900
2017-05-31,241.839996,241.880005,240.639999,241.440002,219.395493,91796000
2017-06-01,241.970001,243.380005,241.639999,243.360001,221.140182,68962000
2017-06-02,243.419998,244.350006,243.080002,244.169998,221.876236,88666100
2017-06-05,243.970001,244.300003,243.759995,243.990005,221.712646,44698800
2017-06-06,243.339996,243.979996,243.119995,243.210007,221.003860,50375400
2017-06-07,243.600006,243.919998,242.830002,243.660004,221.412766,54144300
2017-06-08,243.770004,244.330002,243.169998,243.779999,221.521820,65950700
2017-06-09,244.089996,245.009995,241.949997,243.410004,221.185608,132256400
2017-06-12,243.130005,243.419998,242.380005,243.360001,221.140182,86108100
2017-06-13,243.979996,244.610001,243.580002,244.550003,222.221542,60067000
2017-06-14,244.860001,244.869995,243.289993,244.240005,221.939850,78602300
2017-06-15,242.679993,243.910004,242.360001,243.770004,221.512726,66464900
2017-06-16,242.770004,242.830002,241.630005,242.639999,221.561096,84553100
2017-06-19,243.589996,244.729996,243.479996,244.660004,223.405655,65123800
2017-06-20,244.250000,244.259995,242.990005,243.009995,221.899002,56906400
2017-06-21,243.460007,243.589996,242.410004,242.949997,221.844208,55977600
2017-06-22,242.960007,243.529999,242.639999,242.839996,221.743774,44148100
2017-06-23,242.910004,243.509995,242.470001,243.130005,222.008591,66986800
2017-06-26,243.899994,244.380005,243.050003,243.289993,222.154648,56700500
2017-06-27,243.039993,243.380005,241.309998,241.330002,220.364944,82247700
2017-06-28,242.500000,243.720001,242.229996,243.490005,222.337296,70042600
2017-06-29,243.660004,243.720001,239.960007,241.350006,220.383240,106949700
2017-06-30,242.279999,242.710007,241.580002,241.800003,220.794098,86820700
2017-07-03,242.880005,243.380005,242.210007,242.210007,221.168472,39153800
2017-07-05,242.630005,243.009995,241.699997,242.770004,221.679855,54427600
2017-07-06,241.889999,242.029999,240.339996,240.550003,219.652710,65400800
2017-07-07,241.210007,242.279999,240.559998,242.110001,221.077179,57972300
2017-07-10,242.110001,242.800003,241.759995,242.369995,221.314590,36663300
2017-07-11,242.369995,242.550003,240.850006,242.190002,221.150208,50354600
2017-07-12,243.300003,244.199997,243.300003,244.009995,222.812088,59610400
2017-07-13,244.020004,244.550003,243.759995,244.419998,223.186493,39471600
2017-07-14,244.419998,245.970001,244.309998,245.559998,224.227478,60262700
2017-07-17,245.470001,245.910004,245.330002,245.529999,224.200027,33531900
2017-07-18,245.059998,245.720001,244.669998,245.660004,224.318817,42742500
2017-07-19,246.020004,247.000000,246.009995,246.990005,225.533249,51034300
2017-07-20,247.279999,247.419998,246.470001,247.100006,225.633698,47135200
2017-07-21,246.440002,246.910004,246.179993,246.880005,225.432785,82340800
2017-07-24,246.789993,246.979996,246.279999,246.820007,225.378006,46622300
2017-07-25,247.679993,247.800003,247.160004,247.419998,225.925919,54915600
2017-07-26,247.750000,247.789993,247.130005,247.429993,225.935013,47575400
2017-07-27,247.960007,248.000000,245.679993,247.199997,225.725021,70766600
